Country Name,Country Code,Series Name,Series Code,2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Mauritania,MRT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.464,64.704,64.925,..
Mauritania,MRT,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,81,81,81,..
Mauritania,MRT,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,78,78,78,..
Mauritania,MRT,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.887315175751451,0.908407126272224,..,..
Mauritania,MRT,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,95.13345958,103.7060504,104.090067,106.0845981
Mauritania,MRT,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,181.25582886,190.13778687,..,..
Mauritania,MRT,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Mauritania,MRT,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Mauritania,MRT,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Mauritania,MRT,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Mauritania,MRT,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Mauritania,MRT,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,97,93,89,..
Mauritania,MRT,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,7.1,..
Mauritius,MUS,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.2,..,..,..
Mauritius,MUS,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,23540,25460,26800,..
Mauritius,MUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.5146341463415,74.4163414634146,74.2358536585366,..
Mauritius,MUS,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94,97,96,..
Mauritius,MUS,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,89,99,99,..
Mauritius,MUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.30535903078649,3.26404031287368,..,..
Mauritius,MUS,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,145.4726338,151.3591149,147.0148102,150.4126539
Mauritius,MUS,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1278.09350586,1380.73596191,..,..
Mauritius,MUS,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Mauritius,MUS,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Mauritius,MUS,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Mauritius,MUS,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,26.9,..,..
Mauritius,MUS,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,1.34,1.33,1.33,1.37
Mauritius,MUS,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,12,13,12,..
Mauritius,MUS,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,22,..
Mexico,MEX,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,1.7,..,..
Mexico,MEX,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,19210,19710,19860,..
Mexico,MEX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.947,74.992,75.054,..
Mexico,MEX,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,85,88,82,..
Mexico,MEX,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,76,97,73,..
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.78121582762561,3.74147772536983,..,..
Mexico,MEX,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,91.62670695,95.2316028,95.66159745,93.44558787
Mexico,MEX,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1071.98608398,1065.95007324,..,..
Mexico,MEX,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Mexico,MEX,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,42.67933349,42.84912192,42.93896105,43.02628491
Mexico,MEX,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,50.0587208,52.45421467,54.88172246,57.34110284
Mexico,MEX,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,13.9,..,..
Mexico,MEX,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.27,0.27,0.27,0.27
Mexico,MEX,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,23,23,23,..
Mexico,MEX,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,13.5,..
"Micronesia, Fed. Sts.",FSM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3960,3630,..,..
"Micronesia, Fed. Sts.",FSM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.618,67.755,67.883,..
"Micronesia, Fed. Sts.",FSM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,73,75,78,..
"Micronesia, Fed. Sts.",FSM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,76,73,78,..
"Micronesia, Fed. Sts.",FSM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.52519715416155,1.59801136363636,..,..
"Micronesia, Fed. Sts.",FSM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,20.73767035,..,..,..
"Micronesia, Fed. Sts.",FSM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,426.59359741,414.04211426,..,..
"Micronesia, Fed. Sts.",FSM,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
"Micronesia, Fed. Sts.",FSM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
"Micronesia, Fed. Sts.",FSM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
"Micronesia, Fed. Sts.",FSM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
"Micronesia, Fed. Sts.",FSM,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,156,108,100,..
"Micronesia, Fed. Sts.",FSM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,11.9,..
Moldova,MDA,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.1,0,..,..
Moldova,MDA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,12320,13270,14280,..
Moldova,MDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.717,71.808,71.901,..
Moldova,MDA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,88,93,91,..
Moldova,MDA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93,93,97,..
Moldova,MDA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,2.96171762200208,3.17183206349277,..,..
Moldova,MDA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,92.28905501,89.75768174,89.37944428,84.7896473
Moldova,MDA,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,481.33169556,479.85287476,..,..
Moldova,MDA,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Moldova,MDA,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,73.10522762,73.42123002,73.74316963,74.07106737
Moldova,MDA,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Moldova,MDA,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,25.3,..,..
Moldova,MDA,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.5,0.49,0.47,0.46
Moldova,MDA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,95,86,80,..
Moldova,MDA,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,5.7,..
Monaco,MCO,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Monaco,MCO,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..
Monaco,MCO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..
Monaco,MCO,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,..
Monaco,MCO,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,88,88,88,..
Monaco,MCO,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
Monaco,MCO,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,85.89810377,84.50700584,86.70311056,90.4260741
Monaco,MCO,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,2799.82519531,2982.52807617,..,..
Monaco,MCO,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Monaco,MCO,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,100,100,100,100
Monaco,MCO,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,100,100,100,100
Monaco,MCO,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Monaco,MCO,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Monaco,MCO,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,0,0,0,..
Monaco,MCO,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,2.9,..
Mongolia,MNG,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,0.5,..,..
Mongolia,MNG,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,9720,10950,11400,..
Mongolia,MNG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.509,69.689,69.87,..
Mongolia,MNG,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,98,..
Mongolia,MNG,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,98,..
Mongolia,MNG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.25283416854327,6.72509805331754,..,..
Mongolia,MNG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,124.805205,133.1783386,137.0136492,133.1157097
Mongolia,MNG,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,512.30932617,519.26660156,..,..
Mongolia,MNG,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Mongolia,MNG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,28.98186484,29.33149621,29.69125692,30.06084561
Mongolia,MNG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,51.49591845,53.00287453,54.52952347,55.53872038
Mongolia,MNG,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,27.6,..,..
Mongolia,MNG,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.03,0.02,0.02,0.03
Mongolia,MNG,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,428,428,428,..
Mongolia,MNG,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,4.7,..
Montenegro,MNE,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Montenegro,MNE,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,20090,21800,23420,..
Montenegro,MNE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.667,76.77,76.884,..
Montenegro,MNE,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,87,86,86,..
Montenegro,MNE,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,58,42,42,..
Montenegro,MNE,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.58306031913338,4.0499689020245,..,..
Montenegro,MNE,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,166.4651995,180.6938097,183.2837304,171.9706209
Montenegro,MNE,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,1711.20996094,..,..
Montenegro,MNE,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Montenegro,MNE,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,84.88910844,84.95357224,85.01321871,85.07220311
Montenegro,MNE,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,43.33861243,44.62475289,45.62698827,45.43822064
Montenegro,MNE,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
Montenegro,MNE,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.07,0.07,0.07,0.07
Montenegro,MNE,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,14,15,15,..
Montenegro,MNE,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,9,..
Morocco,MAR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Morocco,MAR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,7170,7480,7700,7190
Morocco,MAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.218,76.453,76.68,..
Morocco,MAR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99,99,99,..
Morocco,MAR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,99,99,99,..
Morocco,MAR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.85294184519676,1.85072678357202,..,..
Morocco,MAR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,123.4247246,124.1715549,127.9529984,133.893994
Morocco,MAR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,439.59942627,467.12515259,..,..
Morocco,MAR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Morocco,MAR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,75.21948627,76.79333996,78.37037068,79.94957617
Morocco,MAR,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,38.37603783,38.69180171,39.00630913,39.31960908
Morocco,MAR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,14.7,..,..
Morocco,MAR,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.04,0.04,0.04,0.03
Morocco,MAR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,100,99,97,..
Morocco,MAR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,7,..
Mozambique,MOZ,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Mozambique,MOZ,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1250,1290,1310,..
Mozambique,MOZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.309,60.163,60.854,..
Mozambique,MOZ,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,88,88,88,..
Mozambique,MOZ,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,87,87,87,..
Mozambique,MOZ,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.210129447069492,0.225115201178573,..,..
Mozambique,MOZ,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,41.45170351,47.71577872,48.65094674,..
Mozambique,MOZ,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,110.51733398,117.79573822,..,..
Mozambique,MOZ,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Mozambique,MOZ,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Mozambique,MOZ,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Mozambique,MOZ,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,14.4,..,..
Mozambique,MOZ,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,8.24,7.52,6.94,6.49
Mozambique,MOZ,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,361,361,361,..
Mozambique,MOZ,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,3.3,..
Myanmar,MMR,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,1.4,..,..,..
Myanmar,MMR,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,4600,4970,5210,..
Myanmar,MMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.558,66.867,67.134,..
Myanmar,MMR,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,89,91,90,..
Myanmar,MMR,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,83,93,84,..
Myanmar,MMR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.588207514590778,0.605492802809427,..,..
Myanmar,MMR,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,89.81715795,113.8444919,..,..
Myanmar,MMR,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,286.72555542,291.7381897,..,..
Myanmar,MMR,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Myanmar,MMR,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,54.38439475,55.97331085,57.58362573,58.83109202
Myanmar,MMR,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,60.85804939,60.81572409,60.76766634,60.71341702
Myanmar,MMR,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,45.5,..,..
Myanmar,MMR,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Myanmar,MMR,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,355,338,322,..
Myanmar,MMR,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,3.9,..
Namibia,NAM,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Namibia,NAM,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,9870,9850,9810,..
Namibia,NAM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.021,63.373,63.708,..
Namibia,NAM,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,88,89,87,..
Namibia,NAM,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,80,82,80,..
Namibia,NAM,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.8021970155118,1.73589837846669,..,..
Namibia,NAM,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,111.552451,103.3739724,103.2494698,102.1046438
Namibia,NAM,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,920.45672607,882.66326904,..,..
Namibia,NAM,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Namibia,NAM,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Namibia,NAM,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Namibia,NAM,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,17.9,..,..
Namibia,NAM,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,6.39,5.65,5.01,4.23
Namibia,NAM,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,565,524,486,..
Namibia,NAM,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,4.5,..
Nauru,NRU,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Nauru,NRU,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,18160,18730,20770,..
Nauru,NRU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..,..,..,..
Nauru,NRU,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,87,90,96,..
Nauru,NRU,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,95,99,95,..
Nauru,NRU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,6.61813368630046,6.55553474433414,..,..
Nauru,NRU,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,94.58053533,..,..,..
Nauru,NRU,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,1430.74365234,1174.43530273,..,..
Nauru,NRU,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Nauru,NRU,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,..,..,..,..
Nauru,NRU,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
Nauru,NRU,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,52.1,..,..
Nauru,NRU,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
Nauru,NRU,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,98,54,182,..
Nauru,NRU,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,12,..
Nepal,NPL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
Nepal,NPL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,3130,3430,3740,..
Nepal,NPL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.169,70.478,70.778,..
Nepal,NPL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,90,91,93,..
Nepal,NPL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,90,91,92,..
Nepal,NPL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,0.399165017713445,0.428179218238,..,..
Nepal,NPL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,130.629366,139.4463618,..,..
Nepal,NPL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,157.75468445,180.40550232,..,..
Nepal,NPL,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Nepal,NPL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,22.31621106,20.75864185,19.17830675,17.57565999
Nepal,NPL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,41.1154797,43.29851891,45.51677912,48.64083656
Nepal,NPL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,31.9,..,..
Nepal,NPL,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.06,0.05,0.05,0.04
Nepal,NPL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,253,245,238,..
Nepal,NPL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,7.2,..
Netherlands,NLD,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,0.2,0.1,..,..
Netherlands,NLD,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,55500,58560,59700,..
Netherlands,NLD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.7609756097561,81.8121951219512,82.0121951219512,..
Netherlands,NLD,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,94,93,94,..
Netherlands,NLD,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,93,93,94,..
Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.10088763862349,8.7728237338512,..,..
Netherlands,NLD,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,120.6250011,123.7312099,127.2845209,124.9790486
Netherlands,NLD,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,5498.88183594,5634.52929688,..,..
Netherlands,NLD,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
Netherlands,NLD,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,99.97540088,99.97440693,99.97341085,99.97241977
Netherlands,NLD,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,97.49010655,97.49352997,97.49694295,97.49706115
Netherlands,NLD,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,23.4,..,..
Netherlands,NLD,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,0.05,0.04,0.03,0.03
Netherlands,NLD,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,5.2,5.3,5,..
Netherlands,NLD,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,5.4,..
New Caledonia,NCL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
New Caledonia,NCL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,..,..,..,..
New Caledonia,NCL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.5390243902439,77.4341463414634,77.6341463414634,..
New Caledonia,NCL,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,..,..,..,..
New Caledonia,NCL,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,..,..,..,..
New Caledonia,NCL,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,..,..,..,..
New Caledonia,NCL,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,..,..,..,..
New Caledonia,NCL,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,..,..,..,..
New Caledonia,NCL,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,..,..,..,..
New Caledonia,NCL,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,95.95694506,96.18403015,96.41111524,96.63820033
New Caledonia,NCL,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,..,..,..,..
New Caledonia,NCL,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,..,..,..,..
New Caledonia,NCL,"Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",SH.HIV.INCD.ZS,..,..,..,..
New Caledonia,NCL,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,14,15,9.4,..
New Caledonia,NCL,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,..,..,21.8,..
New Zealand,NZL,Poverty headcount ratio at $1.90 a day (2011 PPP) (% of population),SI.POV.DDAY,..,..,..,..
New Zealand,NZL,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,40700,42360,43950,..
New Zealand,NZL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.6585365853659,81.8585365853659,81.7073170731707,..
